-17,-3
-10,-4
92,110
-6,-5
-10,3
-2,-2
143,109
-4,-3
19,-8
17,20
12,6
9,-3
-3,10
13,1
-22,-7
-11,-10
-19,-5
-5,3
-27,1
3,-2
-21,0
-1,10
4,10
23,7
27,17
-11,-5
8,2
-22,-12
-11,0
26,38
6,-3
-8,-3
2,-2
-5,-5
-11,-4
10,10
-5,-2
-16,-4
-24,1
27,2
76,74
-4,-2
1,-4
12,14
1,9
7,-6
-2,-6
-3,2
0,-5
113,102
-1,-3
-19,4
-16,-5
24,-7
-13,-13
2,-1
31,30
-5,1
168,163
9,12
-7,7
-11,-8
-15,-5
12,13
3,-5
-14,-2
-10,5
-7,-7
-11,-1
-7,-3
-12,1
-8,-7
-7,-1
-13,-3
7,-3
-14,-10
23,33
22,35
-4,-16
-5,-4
-5,-2
-15,-5
14,11
-2,-2
-6,-3
-11,-1
-5,-2
14,-4
0,0
13,-2
-7,-7
2,-6
40,42
-8,-2
-1,-3
-40,0
15,12
-25,-7
-2,-5
-19,-13
-9,-8
-10,0
-23,-6
102,112
-5,-4
-7,-6
-22,-9
-8,-3
1,-1
-14,-6
15,1
2,-5
-8,-4
-11,3
-21,-8
-3,-2
-4,-3
-18,-3
10,-4
5,-1
-15,-8
-10,-5
-7,-1
4,-1
10,22
-17,-5
25,23
5,3
-23,0
-7,-1
2,13
-17,-13
-2,-8
21,15
30,32
33,14
7,13
73,82
0,0
-20,-7
-13,-1
14,22
-5,0
145,83
10,27
-28,-10
-7,2
18,-2
10,10
-15,-5
-40,-2
14,21
8,22
2,-7
54,14
4,-4
19,-4
-6,-2
33,42
7,16
4,4
77,84
-11,-3
-5,-7
6,-2
66,70
14,14
-14,-9
33,45
5,-2
-30,-7
-1,-4
153,160
-8,-3
51,47
-31,-2
5,8
-16,-5
4,-4
-11,2
1,-1
-4,-3
55,37
-2,-5
17,13
50,89
4,17
11,10
-11,-4
0,15
-2,-4
-6,-5
23,36
-6,-4
28,29
-13,-9
25,12
-7,-2
-7,6
-21,-7
-6,-2
79,84
12,14
39,37
173,154
24,35
21,6
-16,-4
-17,-3
-8,4
1,0
-25,-6
-10,8
70,62
12,3
-4,-2
-16,-5
12,11
1,-2
3,-1
-12,-3
4,-2
6,16
0,2
-8,0
-17,-7
-15,-2
19,34
-10,-9
16,11
-4,0
4,-7
0,5
-15,-6
-9,-4
2,-3
-11,-2
14,10
179,163
-23,-6
173,135
-1,-5
-8,0
-37,-2
9,26
-22,-7
-10,-3
-34,-4
-8,2
13,13
-8,6
-33,-7
12,19
4,7
8,13
15,20
6,8
9,5
5,-2
-21,-3
-12,-10
-23,-10
-8,-1
-6,-8
-12,-2
24,26
-19,-2
-20,-8
-5,8
3,7
-27,-7
-3,0
35,37
-3,-5
-16,-4
0,-4
-29,-9
8,-6
40,-3
-7,2
6,13
20,-4
4,0
0,-10
3,6
-9,-2
91,71
-7,-10
10,7
-13,-3
9,15
-23,5
-8,-5
44,15
37,-7
-8,-3
78,18
0,1
-12,1
-1,-3
-6,-3
0,6
7,-3
168,153
-4,1
11,22
